Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Heart failure	C0018801	MIR142	406934	0.01	Biomarker		BEFREE	"MiR-103 [area under the curve (AUC) = 0.642, P = 0.007], <span class=""gene"" id=""23696613-7-57-64"">miR-142</span>-3p (AUC = 0.668, P = 0.002), miR-199a-3p (AUC = 0.668, P = 0.002), miR-23a (AUC = 0.637, P = 0.010), miR-27b (AUC = 0.642, P = 0.008), miR-324-5p (AUC = 0.621, P = 0.023), and miR-342-3p (AUC = 0.644, P = 0.007) were associated with <span class=""disease"" id=""23696613-7-298-300"">HF</span> diagnosis in regression and receiver operating characteristic (ROC) analyses."	23696613.0	2014.0
Heart failure	C0018801	ENDOG	2021	0.2	Biomarker		RGD	"The present study examined the response of apoptotic factors, which can function independently of caspase machinery including AIF, <span class=""gene"" id=""17292393-2-131-136"">EndoG</span>, and HtrA2/Omi to high salt diet-induced pathologic <span class=""disease"" id=""17292393-2-189-202"">heart failure</span> and exercise-induced physiologic cardiac hypertrophy."	17292393.0	2007.0
Heart failure	C0018801	SLC3A2	6520	0.06	GeneticVariation		BEFREE	"Malignant familial hypertrophic cardiomyopathy in a family with a 453Arg--&gt;Cys mutation in the beta-myosin <span class=""gene"" id=""8655135-0-107-118"">heavy chain</span> gene: coexistence of sudden death and end-stage <span class=""disease"" id=""8655135-0-167-180"">heart failure</span>."	8655135.0	1996.0
Heart failure	C0018801	GRK5	2869	0.04	GeneticVariation		BEFREE	"<span class=""gene"" id=""21768220-2-0-4"">GRK5</span> is upregulated in <span class=""disease"" id=""21768220-2-23-36"">heart failure</span>, and a gain-of-function polymorphism substituting leucine for wild-type glutamine at amino acid 41 (<span class=""gene"" id=""21768220-2-137-141"">GRK5</span>-Leu41) is associated with improved outcomes in <span class=""disease"" id=""21768220-2-189-202"">heart failure</span> and hypertension."	21768220.0	2011.0
Heart failure	C0018801	CALM2	805	0.09	AlteredExpression		BEFREE	"When we compared Ca(+2) handling proteins according to <span class=""disease"" id=""22363514-5-55-57"">HF</span> aetiology, ICM showed higher levels of <span class=""gene"" id=""22363514-5-97-107"">calmodulin</span> (24%, p&lt;0.01), calcineurin (26%, p&lt;0.01) and Ca(2+)/<span class=""gene"" id=""22363514-5-160-170"">Calmodulin</span>-dependent kinase II (CaMKIIδ(b) nuclear isoform 62%, p&lt;0.001) than the CNT group."	22363514.0	2012.0
Heart failure	C0018801	TRNC	4511	0.1	Biomarker		HPO			
Heart failure	C0018801	ISYNA1	51477	0.02	AlteredExpression		BEFREE	"Western blot analysis with the same primary antibody showed a specific positive band for <span class=""gene"" id=""8653828-10-89-93"">iNOS</span> protein in the <span class=""disease"" id=""8653828-10-109-122"">heart failure</span> specimens; minimal <span class=""gene"" id=""8653828-10-142-146"">iNOS</span> protein expression was seen in donor heart samples."	8653828.0	1996.0
Heart failure	C0018801	BMP4	652	0.01	AlteredExpression		BEFREE	"We investigated if the expression of <span class=""gene"" id=""24398041-3-37-41"">BMP4</span> and its receptors BMPR1a and BMPR2 were activated in post-infarction remodeling and <span class=""disease"" id=""24398041-3-126-139"">heart failure</span>."	24398041.0	2014.0
Heart failure	C0018801	GRK2	156	0.6	AlteredExpression		BEFREE	"<span class=""gene"" id=""26936374-1-0-35"">G protein-coupled receptor kinase 2</span> (<span class=""gene"" id=""26936374-1-37-41"">GRK2</span>) is a serine/threonine kinase that is involved in a variety of important signaling pathways and alternation of <span class=""gene"" id=""26936374-1-153-157"">GRK2</span> protein level or activity causes diseases such as <span class=""disease"" id=""26936374-1-208-221"">heart failure</span>, rheumatoid arthritis, and obesity."	26936374.0	2016.0
Heart failure	C0018801	CTF1	1489	0.02	Biomarker		BEFREE	"Association of <span class=""gene"" id=""24366078-0-15-30"">cardiotrophin-1</span> with myocardial fibrosis in hypertensive patients with <span class=""disease"" id=""24366078-0-86-99"">heart failure</span>."	24366078.0	2014.0
Heart failure	C0018801	RNF19A	25897	0.02	AlteredExpression		BEFREE	"The correlation between decreased MAPKAPK-2 phosphorylation and loss of active <span class=""gene"" id=""11448140-12-79-82"">p38</span> MAPK in failing human myocytes suggests that decreases in the activation of <span class=""gene"" id=""11448140-12-159-162"">p38</span> MAPK alpha, the predominant cardiac isoform, occur prior to end-stage <span class=""disease"" id=""11448140-12-233-246"">heart failure</span>."	11448140.0	2001.0
Heart failure	C0018801	SGCD	6444	0.04	GeneticVariation		BEFREE	"As a proof of concept we examined the effects of the expression of a human mutant <span class=""gene"" id=""19771157-6-82-99"">delta-sarcoglycan</span> associated with familial <span class=""disease"" id=""19771157-6-125-138"">heart failure</span> and observed a reversible, post-developmental dilated cardiomyopathy in Drosophila."	19771157.0	2010.0
Heart failure	C0018801	ENAH	55740	0.01	AlteredExpression		BEFREE	"Immunoblot analysis revealed significant upregulation of <span class=""gene"" id=""21335464-5-57-61"">Mena</span> protein expression in left ventricle tissue from patients with end-stage <span class=""disease"" id=""21335464-5-135-137"">HF</span>, calsequestrin-overexpressing mice, and isoproterenol-infused mice."	21335464.0	2011.0
Heart failure	C0018801	ANXA5	308	0.03	AlteredExpression		BEFREE	"In conclusion, we showed that <span class=""disease"" id=""10701682-10-30-43"">heart failure</span> is accompanied by marked overexpression of annexins II and V, as well as translocation of <span class=""gene"" id=""10701682-10-134-143"">annexin V</span> from cardiomyocytes to interstitial tissue."	10701682.0	2000.0
Heart failure	C0018801	PSMB8	5696	0.1	Biomarker		HPO			
Heart failure	C0018801	MEF2A	4205	0.03	Biomarker		BEFREE	"Our results provide the first evidence that specific TFs identified in murine models (<span class=""gene"" id=""16952980-8-86-90"">MEF2</span>, NKX, NFAT, and GATA) are associated with human <span class=""disease"" id=""16952980-8-139-152"">heart failure</span>."	16952980.0	2006.0
Heart failure	C0018801	CYP2D6	1565	0.03	GeneticVariation		BEFREE	"In conclusion, polymorphisms in ADRB1, <span class=""gene"" id=""20643254-10-39-45"">CYP2D6</span>, and UGT1A1 were <span class=""negexp"">not associated</span> with a response to metoprolol or carvedilol therapy in our cohort of patients with <span class=""disease"" id=""20643254-10-161-174"">heart failure</span>."	20643254.0	2010.0
Heart failure	C0018801	RNLS	55328	0.2	Biomarker		RGD	Renalase deficiency in heart failure model of rats--a potential mechanism underlying circulating norepinephrine accumulation.	21297953.0	2011.0
Heart failure	C0018801	NOS1	4842	0.23	Biomarker		RGD	"This was associated with translocation of <span class=""gene"" id=""15466641-4-42-46"">NOS1</span> from the ryanodine receptor to the sarcolemma through interactions with caveolin-3 in <span class=""disease"" id=""15466641-4-133-135"">HF</span> hearts."	15466641.0	2004.0
Heart failure	C0018801	EPO	2056	0.02	Biomarker		BEFREE	"Vascular endothelial growth factor is crucial for <span class=""gene"" id=""20139114-0-50-64"">erythropoietin</span>-induced improvement of cardiac function in <span class=""disease"" id=""20139114-0-108-121"">heart failure</span>."	20139114.0	2010.0
Heart failure	C0018801	TRNK	4566	0.1	Biomarker		HPO			
Heart failure	C0018801	ACAN	176	0.2	Biomarker		RGD	"We hypothesized that cleavage of the extracellular matrix (ECM) proteoglycans versican and <span class=""gene"" id=""24595230-1-91-99"">aggrecan</span> by ADAMTS (a disintegrin and metalloprotease with thrombospondin motifs) proteases, which contributes to stress-induced ECM-reorganization in atherogenesis and osteoarthritis, also play a role in <span class=""disease"" id=""24595230-1-296-309"">heart failure</span> development."	24595230.0	2015.0
Heart failure	C0018801	GNAQ	2776	0.21	GeneticVariation		BEFREE	"A functional polymorphism of the Galphaq (<span class=""gene"" id=""17720980-0-42-46"">GNAQ</span>) gene is associated with accelerated mortality in African-American <span class=""disease"" id=""17720980-0-114-127"">heart failure</span>."	17720980.0	2007.0
Heart failure	C0018801	PPARGC1A	10891	0.55	Biomarker		CTD_human	Roles of transcriptional corepressor RIP140 and coactivator PGC-1α in energy state of chronically infarcted rat hearts and mitochondrial function of cardiomyocytes.	22503866.0	2013.0
Heart failure	C0018801	NPPA	4878	0.59	Biomarker		BEFREE	"Clinical trials have documented the benefits and risks of the use of synthetic <span class=""gene"" id=""20433683-6-79-82"">ANP</span> (<span class=""gene"" id=""20433683-6-84-93"">Anaritide</span>) and BNP (Nesiritide) for treating <span class=""disease"" id=""20433683-6-129-142"">heart failure</span>, renal failure, and hypertension."	20433683.0	2012.0
Heart failure	C0018801	TRPC1	7220	0.01	GeneticVariation		BEFREE	"TRPs are implicated in the development of cardiac hypertrophy (<span class=""gene"" id=""17382525-6-63-68"">TRPC1</span>, TRPC3, TRPC6), the electrophysiological perturbations associated with hypertrophy (TRPM4) and the progression to <span class=""disease"" id=""17382525-6-183-196"">heart failure</span> (TRPC7)."	17382525.0	2007.0
Heart failure	C0018801	PTPA	5524	0.03	AlteredExpression		BEFREE	"Increased levels of <span class=""gene"" id=""15576650-12-20-24"">PP2A</span> that colocalize with Cx43 can underlie enhanced levels of Cx43-NP in <span class=""disease"" id=""15576650-12-94-96"">HF</span>."	15576650.0	2005.0
Heart failure	C0018801	DMD	1756	0.2	Biomarker		HPO			
Heart failure	C0018801	AHSA1	10598	0.02	AlteredExpression		BEFREE	"The correlation between decreased MAPKAPK-2 phosphorylation and loss of active <span class=""gene"" id=""11448140-12-79-82"">p38</span> MAPK in failing human myocytes suggests that decreases in the activation of <span class=""gene"" id=""11448140-12-159-162"">p38</span> MAPK alpha, the predominant cardiac isoform, occur prior to end-stage <span class=""disease"" id=""11448140-12-233-246"">heart failure</span>."	11448140.0	2001.0
Heart failure	C0018801	DMD	1756	0.2	Biomarker		BEFREE	"In patients with Duchenne Muscular Dystrophy (DMD), the absent or diminished <span class=""gene"" id=""20492678-1-77-87"">dystrophin</span> leads to progressive skeletal muscle and <span class=""disease"" id=""20492678-1-129-142"">heart failure</span>."	20492678.0	2010.0
Heart failure	C0018801	SLC33A1	9197	0.03	AlteredExpression		BEFREE	"In human ventricles (n=13), message levels of atrial natriuretic peptide and <span class=""gene"" id=""10715259-4-77-81"">AT(1</span>) receptor were inversely correlated, which suggests a decrease in <span class=""gene"" id=""10715259-4-148-152"">AT(1</span>) receptor expression with progressive <span class=""disease"" id=""10715259-4-191-204"">heart failure</span>."	10715259.0	2000.0
Heart failure	C0018801	MYH6	4624	0.32	Therapeutic		RGD	Antiplatelet therapy attenuates subcellular remodelling in congestive heart failure.	18088389.0	2008.0
Heart failure	C0018801	CYP11B2	1585	0.06	GeneticVariation		BEFREE	"These data suggest a role for the <span class=""gene"" id=""12031704-8-34-54"">aldosterone synthase</span> locus in regulating the progression of <span class=""disease"" id=""12031704-8-94-107"">heart failure</span>."	12031704.0	2002.0
Heart failure	C0018801	NPPB	4879	0.6	Therapeutic		CTD_human	Brain natriuretic peptide is a predictor of anthracycline-induced cardiotoxicity.	11279304.0	2001.0
Heart failure	C0018801	MIR23A	407010	0.01	Biomarker		BEFREE	"MiR-103 [area under the curve (AUC) = 0.642, P = 0.007], miR-142-3p (AUC = 0.668, P = 0.002), miR-199a-3p (AUC = 0.668, P = 0.002), <span class=""gene"" id=""23696613-7-132-139"">miR-23a</span> (AUC = 0.637, P = 0.010), miR-27b (AUC = 0.642, P = 0.008), miR-324-5p (AUC = 0.621, P = 0.023), and miR-342-3p (AUC = 0.644, P = 0.007) were associated with <span class=""disease"" id=""23696613-7-298-300"">HF</span> diagnosis in regression and receiver operating characteristic (ROC) analyses."	23696613.0	2014.0
Heart failure	C0018801	NPPB	4879	0.6	AlteredExpression		BEFREE	"Elevated afterload, neuroendocrine stimulation, and human <span class=""disease"" id=""19808301-0-58-71"">heart failure</span> increase <span class=""gene"" id=""19808301-0-81-84"">BNP</span> levels and inhibit preload-dependent SERCA upregulation."	19808301.0	2009.0
Heart failure	C0018801	POLR2A	5430	0.01	AlteredExpression		BEFREE	"The most stable reference genes were Rpl32, Gapdh and <span class=""gene"" id=""20331858-7-54-60"">Polr2a</span> in mouse post-infarction <span class=""disease"" id=""20331858-7-86-99"">heart failure</span>, Polr2a, Rpl32 and Tbp in rat post-infarction heart failure and Rpl32 and Pgk1 in human heart failure (ischemic disease and cardiomyopathy)."	20331858.0	2010.0
Heart failure	C0018801	IGF1	3479	0.28	Biomarker		BEFREE	"We have taken advantage of the hamster strain CHF147 that displays progressive cardiomyopathy leading to <span class=""disease"" id=""15611844-3-105-118"">heart failure</span> to test whether stimulation of a hypertrophic pathway could delay the process of dilatation.Six month old CHF147 hamsters were treated with <span class=""gene"" id=""15611844-3-259-264"">IGF-1</span> so that we could compare the efficacy of systemic administration of human recombinant <span class=""gene"" id=""15611844-3-351-356"">IGF-1</span> protein (rh <span class=""gene"" id=""15611844-3-369-374"">IGF-1</span>) at low dose to that of direct myocardial injections of a plasmid DNA containing <span class=""gene"" id=""15611844-3-456-461"">IGF-1</span> cDNA (<span class=""gene"" id=""15611844-3-468-477"">pCMV-IGF1</span>).IGF-1 treatment did not induce a significant variation of ventricle mass, but preserved left ventricular (LV) wall thickness and delayed dilatation of cardiac cavities when compared to non-treated hamsters."	15611844.0	2008.0
Heart failure	C0018801	DDR1	780	0.21	AlteredExpression		BEFREE	"Methods and Results- <span class=""gene"" id=""11804980-2-21-24"">NEP</span> mRNA was quantitated by real-time polymerase chain reaction (PCR) in left ventricular biopsies from patients with aortic valve stenosis (AS, n=19) and <span class=""disease"" id=""11804980-2-176-189"">heart failure</span> due to dilated cardiomyopathy (DCM, n=14), and control subjects with normal systolic function (CON, n=14)."	11804980.0	2002.0
Heart failure	C0018801	AMPD1	270	0.09	GeneticVariation		BEFREE	"Current evidence indicates that the common <span class=""gene"" id=""29095874-1-43-48"">AMPD1</span> gene variant is associated with improved survival in patients with advanced <span class=""disease"" id=""29095874-1-125-138"">heart failure</span>."	29095874.0	2017.0
Heart failure	C0018801	MIR340	442908	0.01	Biomarker		BEFREE	"Our study provided a comprehensive miRNA expression profiling in the end-stage <span class=""disease"" id=""23998897-10-79-92"">heart failure</span> and identified <span class=""gene"" id=""23998897-10-108-115"">miR-340</span> as a key miRNA contributing to the occurrence and progression of <span class=""disease"" id=""23998897-10-181-194"">heart failure</span>."	23998897.0	2014.0
Heart failure	C0018801	SRF	6722	0.05	Biomarker		BEFREE	"Caspase 3 activation in <span class=""disease"" id=""12874181-8-24-37"">heart failure</span> sequentially cleaved <span class=""gene"" id=""12874181-8-59-62"">SRF</span> and generated a dominant-negative transcription factor, which may explain the depression of cardiac-specific genes."	12874181.0	2003.0
